Post Code,Name,State,Suburb Unique ID,Closest City,Distance to CBD (km),Time to CBD,Distance (number),Hip,Family,Affluence,Lifestyle,Convenience,Tranquility,Communication,Community,Listings Houses Latest Month,Listings Houses 12M Prior
4811,Roseneath,Qld,4811Roseneath,Townsville,undefined,undefined,,6,7,3,7,7,9,5,9,123,123
4811,Stuart,Qld,4811Stuart,Townsville,undefined,undefined,,7,7,4,8,7,8,8,9,123,123
4811,Wulguru,Qld,4811Wulguru,Townsville,undefined,undefined,,7,8,4,8,9,9,9,9,123,123
4812,Currajong,Qld,4812Currajong,Townsville,undefined,undefined,,7,7,5,8,9,9,9,9,153,152
4812,Gulliver,Qld,4812Gulliver,Townsville,undefined,undefined,,7,7,3,8,9,9,9,9,153,152
4812,Hermit Park,Qld,4812Hermit Park,Townsville,undefined,undefined,,7,9,7,9,9,9,9,9,153,152
4812,Hyde Park,Qld,4812Hyde Park,Townsville,undefined,undefined,,7,9,7,9,9,9,9,9,153,152
4812,Hyde Park Castletown,Qld,4812Hyde Park Castletown,Townsville,undefined,undefined,,,,,,,,,,153,152
4812,Mundingburra,Qld,4812Mundingburra,Townsville,undefined,undefined,,7,9,7,8,9,9,9,10,153,152
4812,Mysterton,Qld,4812Mysterton,Townsville,undefined,undefined,,7,9,9,8,9,9,9,10,153,152
4812,Pimlico,Qld,4812Pimlico,Townsville,undefined,undefined,,7,9,5,8,9,9,9,9,153,152
4812,Rising Sun,Qld,4812Rising Sun,Townsville,undefined,undefined,,,,,,,,,,153,152
4812,Rosslea,Qld,4812Rosslea,Townsville,undefined,undefined,,7,9,6,8,9,9,9,9,153,152
4813,Lavarack Barracks,Qld,4813Lavarack Barracks,Townsville,undefined,undefined,,,,,,,,,,0,0
4813,Townsville Milpo,Qld,4813Townsville Milpo,Townsville,undefined,undefined,,,,,,,,,,0,0
4814,Aitkenvale,Qld,4814Aitkenvale,Townsville,undefined,undefined,,7,8,5,8,9,9,9,9,471,439
4814,Aitkenvale Bc,Qld,4814Aitkenvale Bc,Townsville,undefined,undefined,,6,6,4,7,7,8,9,9,471,439
4814,Annandale,Qld,4814Annandale,Townsville,undefined,undefined,,7,9,9,8,8,9,9,9,471,439
4814,Cranbrook,Qld,4814Cranbrook,Townsville,undefined,undefined,,7,8,5,8,9,9,9,9,471,439
4814,Douglas,Qld,4814Douglas,Townsville,undefined,undefined,,7,8,9,8,8,8,9,9,471,439
4814,Garbutt,Qld,4814Garbutt,Townsville,undefined,undefined,,7,7,2,8,9,9,9,9,471,439
4814,Garbutt Bc,Qld,4814Garbutt Bc,Townsville,undefined,undefined,,,,,,,,,,471,439
4814,Garbutt East,Qld,4814Garbutt East,Townsville,undefined,undefined,,7,7,2,8,9,9,9,9,471,439
4814,Heatley,Qld,4814Heatley,Townsville,undefined,undefined,,7,7,3,8,9,8,9,9,471,439
4814,Mount Louisa,Qld,4814Mount Louisa,Townsville,undefined,undefined,,7,8,7,8,8,9,9,9,471,439
4814,Murray,Qld,4814Murray,Townsville,undefined,undefined,,7,8,8,8,8,8,9,9,471,439
4814,Thuringowa Dc,Qld,4814Thuringowa Dc,Townsville,undefined,undefined,,,,,,,,,,471,439
4814,Vincent,Qld,4814Vincent,Townsville,undefined,undefined,,7,7,2,8,9,8,9,9,471,439
4815,Condon,Qld,4815Condon,Townsville,undefined,undefined,,7,7,4,8,8,9,9,9,205,243
4815,Granite Vale,Qld,4815Granite Vale,Townsville,undefined,undefined,75,6,8,4,8,7,9,6,10,205,243
4815,Gumlow,Qld,4815Gumlow,Townsville,undefined,undefined,25,7,7,7,8,7,9,5,9,205,243
4815,Kelso,Qld,4815Kelso,Townsville,undefined,undefined,24,7,7,4,8,8,9,6,9,205,243
4815,Pinnacles,Qld,4815Pinnacles,Townsville,undefined,undefined,33,7,,2,8,7,8,5,8,205,243
4815,Rasmussen,Qld,4815Rasmussen,Townsville,undefined,undefined,,7,7,4,8,9,8,9,9,205,243
4816,Alligator Creek,Qld,4816Alligator Creek,Townsville,undefined,undefined,29,7,7,8,8,7,9,9,10,227,242
4816,Balgal Beach,Qld,4816Balgal Beach,Townsville,undefined,undefined,57,7,7,2,8,7,9,7,9,227,242
4816,Barringha,Qld,4816Barringha,Townsville,undefined,undefined,40,6,7,5,8,7,9,5,9,227,242
4816,Brookhill,Qld,4816Brookhill,Townsville,undefined,undefined,22,6,8,6,8,7,10,5,10,227,242
4816,Buchanan,Qld,4816Buchanan,Townsville,undefined,undefined,22,6,7,2,7,7,9,5,9,227,242
4816,Calcium,Qld,4816Calcium,Townsville,undefined,undefined,54,6,8,4,8,7,9,6,10,227,242
4816,Carruchan,Qld,4816Carruchan,Townsville,undefined,undefined,176,6,7,2,7,7,9,8,9,227,242
4816,Clemant,Qld,4816Clemant,Townsville,undefined,undefined,58,6,8,6,8,7,9,6,9,227,242
4816,Crimea,Qld,4816Crimea,Townsville,undefined,undefined,95,6,7,5,7,7,9,5,9,227,242
4816,Crystal Creek,Qld,4816Crystal Creek,Townsville,undefined,undefined,78,6,7,4,8,7,9,5,9,227,242
4816,Cungulla,Qld,4816Cungulla,Townsville,undefined,undefined,47,7,7,3,8,7,9,5,10,227,242
4816,Ellerbeck,Qld,4816Ellerbeck,Townsville,undefined,undefined,170,7,7,2,8,7,9,6,9,227,242
4816,Greenvale,Qld,4816Greenvale,Townsville,undefined,undefined,251,7,7,6,7,6,9,5,9,227,242
4816,Hidden Valley,Qld,4816Hidden Valley,Townsville,undefined,undefined,730,7,8,6,8,7,9,6,10,227,242
4816,Homestead,Qld,4816Homestead,Townsville,undefined,undefined,209,6,7,2,7,7,9,5,9,227,242
4816,Julago,Qld,4816Julago,Townsville,undefined,undefined,17,6,8,6,8,7,10,5,10,227,242
4816,Kennedy,Qld,4816Kennedy,Townsville,undefined,undefined,175,6,7,2,7,7,9,8,9,227,242
4816,Macrossan,Qld,4816Macrossan,Townsville,undefined,undefined,115,6,8,5,8,6,9,5,9,227,242
4816,Majors Creek,Qld,4816Majors Creek,Townsville,undefined,undefined,54,6,7,3,8,7,9,5,9,227,242
4816,Malpas Trenton,Qld,4816Malpas Trenton,Townsville,undefined,undefined,661,,,,,,,,,227,242
4816,Maxwelton,Qld,4816Maxwelton,Townsville,undefined,undefined,550,6,6,4,7,7,8,9,9,227,242
4816,Mingela,Qld,4816Mingela,Townsville,undefined,undefined,90,6,7,5,7,7,9,5,9,227,242
4816,Mount Elliot,Qld,4816Mount Elliot,Townsville,undefined,undefined,30,,,5,,,,4,,227,242
4816,Mutarnee,Qld,4816Mutarnee,Townsville,undefined,undefined,83,6,7,4,8,7,9,5,9,227,242
4816,Nelia,Qld,4816Nelia,Townsville,undefined,undefined,83,6,6,6,8,7,8,7,9,227,242
4816,Nome,Qld,4816Nome,Townsville,undefined,undefined,28,7,7,6,8,7,9,9,10,227,242
4816,Palm Island,Qld,4816Palm Island,Townsville,undefined,undefined,182,,,,,,,,,227,242
4816,Paluma,Qld,4816Paluma,Townsville,undefined,undefined,85,6,7,4,8,7,9,5,9,227,242
4816,Pentland,Qld,4816Pentland,Townsville,undefined,undefined,242,7,7,2,8,7,9,5,9,227,242
4816,Prairie,Qld,4816Prairie,Townsville,undefined,undefined,339,6,6,5,8,6,9,5,9,227,242
4816,Ravenswood,Qld,4816Ravenswood,Townsville,undefined,undefined,130,6,7,5,7,7,9,5,9,227,242
4816,Reid River,Qld,4816Reid River,Townsville,undefined,undefined,56,6,8,4,8,7,9,6,10,227,242
4816,Rollingstone,Qld,4816Rollingstone,Townsville,undefined,undefined,54,6,7,4,8,7,9,5,9,227,242
4816,Ross River,Qld,4816Ross River,Townsville,undefined,undefined,45,7,,5,8,7,8,5,8,227,242
4816,Savannah,Qld,4816Savannah,Townsville,undefined,undefined,352,7,6,3,8,7,8,6,9,227,242
4816,Sellheim,Qld,4816Sellheim,Townsville,undefined,undefined,157,,,,,,,,,227,242
4816,The Cape,Qld,4816The Cape,Townsville,undefined,undefined,157,,,,,,,,,227,242
4816,Toomulla,Qld,4816Toomulla,Townsville,undefined,undefined,47,6,8,6,8,7,9,6,9,227,242
4816,Toonpan,Qld,4816Toonpan,Townsville,undefined,undefined,31,6,8,6,8,7,10,5,10,227,242
4816,Torrens Creek,Qld,4816Torrens Creek,Townsville,undefined,undefined,294,6,6,5,8,6,9,5,9,227,242
4816,Woodstock,Qld,4816Woodstock,Townsville,undefined,undefined,41,6,8,4,8,7,9,6,10,227,242
4817,Alice River,Qld,4817Alice River,Townsville,undefined,undefined,33,6,8,8,8,7,9,9,10,325,312
4817,Bohle Plains,Qld,4817Bohle Plains,Townsville,undefined,undefined,18,7,8,6,8,8,9,9,9,325,312
4817,Hervey Range,Qld,4817Hervey Range,Townsville,undefined,undefined,51,7,8,5,8,7,9,7,9,325,312
4817,Kirwan,Qld,4817Kirwan,Townsville,undefined,undefined,,7,8,5,8,9,9,9,9,325,312
4817,Rangewood,Qld,4817Rangewood,Townsville,undefined,undefined,28,7,8,7,8,7,9,9,9,325,312
4817,Rupertswood,Qld,4817Rupertswood,Townsville,undefined,undefined,32,,,,,,,,,325,312
4817,Stableford,Qld,4817Stableford,Townsville,undefined,undefined,33,,,,,,,,,325,312
4817,Thuringowa Central,Qld,4817Thuringowa Central,Townsville,undefined,undefined,,6,8,5,8,8,9,9,9,325,312
4818,Beach Holm,Qld,4818Beach Holm,Townsville,undefined,undefined,,7,,5,8,7,8,9,8,522,485
4818,Black River,Qld,4818Black River,Townsville,undefined,undefined,,7,8,5,8,7,9,7,9,522,485
4818,Blue Hills,Qld,4818Blue Hills,Townsville,undefined,undefined,43,6,8,6,8,7,9,6,9,522,485
4818,Bluewater,Qld,4818Bluewater,Townsville,undefined,undefined,32,6,8,6,8,7,9,6,9,522,485
4818,Bluewater Park,Qld,4818Bluewater Park,Townsville,undefined,undefined,38,7,8,6,8,7,9,6,9,522,485
4818,Bohle,Qld,4818Bohle,Townsville,undefined,undefined,,7,8,3,8,8,8,9,9,522,485
4818,Burdell,Qld,4818Burdell,Townsville,undefined,undefined,,7,7,7,8,8,9,9,9,522,485
4818,Bushland Beach,Qld,4818Bushland Beach,Townsville,undefined,undefined,,7,7,7,8,8,9,9,9,522,485
4818,Cosgrove,Qld,4818Cosgrove,Townsville,undefined,undefined,,7,7,2,8,8,8,9,9,522,485
4818,Deeragun,Qld,4818Deeragun,Townsville,undefined,undefined,,7,7,3,8,8,9,9,9,522,485
4818,Innes,Qld,4818Innes,Townsville,undefined,undefined,,,,,,,,,,522,485
4818,Jensen,Qld,4818Jensen,Townsville,undefined,undefined,,6,7,4,8,7,9,9,9,522,485
4818,Lynam,Qld,4818Lynam,Townsville,undefined,undefined,,6,8,6,8,7,9,6,9,522,485
4818,Mount Low,Qld,4818Mount Low,Townsville,undefined,undefined,,7,7,7,8,8,9,9,9,522,485
4818,Mount St John,Qld,4818Mount St John,Townsville,undefined,undefined,,,,,,,,,,522,485
4818,Purono Park,Qld,4818Purono Park,Townsville,undefined,undefined,,,,,,,,,,522,485
4818,Saunders Beach,Qld,4818Saunders Beach,Townsville,undefined,undefined,,7,8,5,8,7,9,9,9,522,485
4818,Shaw,Qld,4818Shaw,Townsville,undefined,undefined,,6,8,8,8,7,9,9,10,522,485
4818,Toolakea,Qld,4818Toolakea,Townsville,undefined,undefined,,6,8,5,8,7,9,5,9,522,485
4818,Yabulu,Qld,4818Yabulu,Townsville,undefined,undefined,,7,8,5,8,7,9,7,9,522,485
4819,Arcadia,Qld,4819Arcadia,Townsville,undefined,undefined,100,8,8,6,9,8,9,9,9,65,144
4819,Arcadia Bay,Qld,4819Arcadia Bay,Townsville,undefined,undefined,100,,,,,,,,,65,144
4819,Florence Bay,Qld,4819Florence Bay,Townsville,undefined,undefined,100,8,8,6,8,8,9,9,9,65,144
4819,Horseshoe Bay,Qld,4819Horseshoe Bay,Townsville,undefined,undefined,100,8,8,6,8,8,9,9,9,65,144
4819,Magnetic Island,Qld,4819Magnetic Island,Townsville,undefined,undefined,100,7,,5,8,7,8,5,8,65,144
4819,Nelly Bay,Qld,4819Nelly Bay,Townsville,undefined,undefined,100,8,8,5,9,8,9,9,10,65,144
4819,Picnic Bay,Qld,4819Picnic Bay,Townsville,undefined,undefined,100,7,,5,8,7,8,5,8,65,144
4819,West Point,Qld,4819West Point,Townsville,undefined,undefined,100,7,,5,8,7,8,5,8,65,144
4820,Alabama Hill,Qld,4820Alabama Hill,Townsville,undefined,undefined,,6,7,3,8,7,9,9,9,346,437
4820,Balfes Creek,Qld,4820Balfes Creek,Townsville,undefined,undefined,,6,7,2,7,7,9,5,9,346,437
4820,Basalt,Qld,4820Basalt,Townsville,undefined,undefined,,6,7,4,7,6,9,4,9,346,437
4820,Black Jack,Qld,4820Black Jack,Townsville,undefined,undefined,,6,7,2,7,7,9,5,9,346,437
4820,Breddan,Qld,4820Breddan,Townsville,undefined,undefined,,6,7,5,8,7,9,5,9,346,437
4820,Broughton,Qld,4820Broughton,Townsville,undefined,undefined,,6,7,5,7,7,9,5,9,346,437
4820,Campaspe,Qld,4820Campaspe,Townsville,undefined,undefined,,6,7,2,7,7,9,5,9,346,437
4820,Charters Towers,Qld,4820Charters Towers,Townsville,undefined,undefined,,7,8,3,8,8,8,9,9,346,437
4820,Charters Towers City,Qld,4820Charters Towers City,Townsville,undefined,undefined,,,,,,,,,,346,437
4820,Columbia,Qld,4820Columbia,Townsville,undefined,undefined,,6,8,5,8,7,9,9,10,346,437
4820,Dotswood,Qld,4820Dotswood,Townsville,undefined,undefined,,6,8,5,8,6,9,5,9,346,437
4820,Grand Secret,Qld,4820Grand Secret,Townsville,undefined,undefined,,7,7,4,8,7,9,9,9,346,437
4820,Llanarth,Qld,4820Llanarth,Townsville,undefined,undefined,,6,7,2,7,7,9,5,9,346,437
4820,Millchester,Qld,4820Millchester,Townsville,undefined,undefined,,6,7,4,8,7,8,9,9,346,437
4820,Mosman Park,Qld,4820Mosman Park,Townsville,undefined,undefined,,7,7,4,7,7,9,9,9,346,437
4820,Queenton,Qld,4820Queenton,Townsville,undefined,undefined,,6,7,2,8,7,8,9,9,346,437
4820,Richmond Hill,Qld,4820Richmond Hill,Townsville,undefined,undefined,,7,7,4,8,7,9,9,9,346,437
4820,Seventy Mile,Qld,4820Seventy Mile,Townsville,undefined,undefined,,6,7,4,7,7,8,5,9,346,437
4820,Southern Cross,Qld,4820Southern Cross,Townsville,undefined,undefined,,6,8,6,7,7,9,7,9,346,437
4820,Toll,Qld,4820Toll,Townsville,undefined,undefined,,6,8,5,8,7,9,9,10,346,437
4820,Towers Hill,Qld,4820Towers Hill,Townsville,undefined,undefined,,7,7,4,7,7,8,9,9,346,437
4821,Dutton River,Qld,4821Dutton River,Townsville,undefined,undefined,,6,6,4,8,7,9,5,9,63,55
4821,Hughenden,Qld,4821Hughenden,Townsville,undefined,undefined,,6,7,4,8,7,9,9,9,63,55
4821,Porcupine,Qld,4821Porcupine,Townsville,undefined,undefined,,6,6,5,8,6,9,5,9,63,55
4821,Prairie,Qld,4821Prairie,Townsville,undefined,undefined,,6,6,5,8,6,9,5,9,63,55
4821,Stamford,Qld,4821Stamford,Townsville,undefined,undefined,,6,6,4,8,7,9,5,9,63,55
4821,Tangorin,Qld,4821Tangorin,Townsville,undefined,undefined,,6,6,4,8,7,9,5,9,63,55
4822,Albion,Qld,4822Albion,Townsville,undefined,undefined,,8,9,9,9,9,8,9,9,9,15
4822,Bellfield,Qld,4822Bellfield,Townsville,undefined,undefined,,7,6,3,7,7,8,6,9,9,15
4822,Burleigh,Qld,4822Burleigh,Cairns,763 km,8 hours 56 mins,763,8,8,7,9,9,9,9,9,9,15
4822,Cambridge,Qld,4822Cambridge,Cairns,797 km,9 hours 17 mins,797,6,6,4,7,7,8,9,9,9,15
4822,Maxwelton,Qld,4822Maxwelton,Cairns,772 km,9 hours 2 mins,772,6,6,4,7,7,8,9,9,9,15
4822,Nonda,Qld,4822Nonda,Townsville,undefined,undefined,,6,6,4,7,7,8,9,9,9,15
4822,Richmond,Qld,4822Richmond,Townsville,undefined,undefined,,6,6,4,7,7,8,9,9,9,15
4822,Saxby,Qld,4822Saxby,Cairns,768 km,9 hours 13 mins,768,6,6,4,7,7,8,9,9,9,15
4822,Victoria Vale,Qld,4822Victoria Vale,Townsville,undefined,undefined,,7,6,3,7,7,8,6,9,9,15
4822,Woolgar,Qld,4822Woolgar,Cairns,808 km,9 hours 45 mins,808,6,6,4,7,7,8,9,9,9,15
4823,Carpentaria,Qld,4823Carpentaria,Cairns,747 km,9 hours 5 mins,747,7,6,3,8,7,8,6,9,7,7
4823,Julia Creek,Qld,4823Julia Creek,Cairns,747 km,9 hours 5 mins,747,6,6,6,8,7,8,7,9,7,7
4823,Kynuna,Qld,4823Kynuna,Cairns,747 km,9 hours 5 mins,747,7,6,8,8,8,8,5,9,7,7
4823,Mckinlay,Qld,4823Mckinlay,Cairns,747 km,9 hours 5 mins,747,7,6,8,8,8,8,5,9,7,7
4823,Stokes,Qld,4823Stokes,Cairns,747 km,9 hours 5 mins,747,7,6,3,8,7,8,6,9,7,7
4823,Taldora,Qld,4823Taldora,Cairns,747 km,9 hours 5 mins,747,6,6,6,8,7,8,7,9,7,7
4823,Warburton,Qld,4823Warburton,Cairns,747 km,9 hours 5 mins,747,6,7,3,7,7,8,5,9,7,7
4824,Cloncurry,Qld,4824Cloncurry,Cairns,982 km,11 hours 12 mins,982,7,7,6,8,8,8,6,9,108,123
4824,Devoncourt Station,Qld,4824Devoncourt Station,Cairns,982 km,11 hours 12 mins,982,,,,,,,,,108,123
4824,Four Ways,Qld,4824Four Ways,Cairns,982 km,11 hours 12 mins,982,7,7,6,8,8,8,6,9,108,123
4824,Gidya,Qld,4824Gidya,Cairns,982 km,11 hours 12 mins,982,7,6,7,8,8,8,5,9,108,123
4824,Kuridala,Qld,4824Kuridala,Cairns,982 km,11 hours 12 mins,982,6,6,8,8,8,9,5,9,108,123
4824,Oorindi,Qld,4824Oorindi,Cairns,982 km,11 hours 12 mins,982,6,6,6,8,7,8,7,9,108,123
4824,Three Rivers,Qld,4824Three Rivers,Cairns,982 km,11 hours 12 mins,982,7,7,6,8,8,8,6,9,108,123
4825,Alexandria,Qld,4825Alexandria,Cairns,1,467 km,1,8,9,9,9,9,7,9,9,251,204
4825,Alpurrurulam,Qld,4825Alpurrurulam,Cairns,1,467 km,1,7,7,7,8,8,8,9,9,251,204
4825,Alroy,Qld,4825Alroy,Cairns,1,467 km,1,,,,,,,,,251,204
4825,Anthonys Lagoon,Qld,4825Anthonys Lagoon,Cairns,1,467 km,1,,,,,,,,,251,204
4825,Barkly,Qld,4825Barkly,Cairns,1,467 km,1,6,7,7,8,7,8,5,9,251,204
4825,Breakaway,Qld,4825Breakaway,Cairns,1,467 km,1,6,7,8,8,8,8,9,9,251,204
4825,Brunette Downs,Qld,4825Brunette Downs,Cairns,1,467 km,1,,,,,,,,,251,204
4825,Buckingham,Qld,4825Buckingham,Cairns,1,467 km,1,6,7,3,7,7,8,5,9,251,204
4825,Bushy Park,Qld,4825Bushy Park,Cairns,1,467 km,1,,,,,,,,,251,204
4825,Carrandotta,Qld,4825Carrandotta,Cairns,1,467 km,1,6,7,3,7,7,8,5,9,251,204
4825,Dajarra,Qld,4825Dajarra,Cairns,1,467 km,1,6,6,8,8,8,9,5,9,251,204
4825,Duchess,Qld,4825Duchess,Cairns,1,467 km,1,6,6,8,8,8,9,5,9,251,204
4825,Fielding,Qld,4825Fielding,Cairns,1,467 km,1,7,6,3,8,7,8,6,9,251,204
4825,Fisher,Qld,4825Fisher,Cairns,1,467 km,1,6,7,8,8,8,8,9,9,251,204
4825,Georgina,Qld,4825Georgina,Cairns,1,467 km,1,,,,,,,,,251,204
4825,Gunpowder,Qld,4825Gunpowder,Cairns,1,467 km,1,6,7,7,8,7,8,5,9,251,204
4825,Happy Valley,Qld,4825Happy Valley,Cairns,1,467 km,1,7,7,8,8,8,9,6,9,251,204
4825,Healy,Qld,4825Healy,Cairns,1,467 km,1,7,7,7,8,8,8,9,9,251,204
4825,Kalkadoon,Qld,4825Kalkadoon,Cairns,1,467 km,1,6,7,7,8,7,8,5,9,251,204
4825,Lanskey,Qld,4825Lanskey,Cairns,1,467 km,1,6,7,7,8,7,8,5,9,251,204
4825,Lawn Hill,Qld,4825Lawn Hill,Cairns,1,467 km,1,7,6,7,8,8,8,5,9,251,204
4825,Mary Kathleen,Qld,4825Mary Kathleen,Cairns,1,467 km,1,,,,,,,,,251,204
4825,Menzies,Qld,4825Menzies,Cairns,1,467 km,1,7,7,6,8,8,8,9,9,251,204
4825,Mica Creek,Qld,4825Mica Creek,Cairns,1,467 km,1,7,7,8,7,7,9,9,9,251,204
4825,Miles End,Qld,4825Miles End,Cairns,1,467 km,1,7,7,7,8,8,8,9,9,251,204
4825,Mornington,Qld,4825Mornington,Cairns,1,467 km,1,7,7,7,8,8,8,9,9,251,204
4825,Mount Isa,Qld,4825Mount Isa,Cairns,1,467 km,1,7,7,8,8,8,8,9,9,251,204
4825,Mount Isa Bc,Qld,4825Mount Isa Bc,Cairns,1,467 km,1,,,,,,,,,251,204
4825,Mount Isa City,Qld,4825Mount Isa City,Cairns,1,110 km,1,,,,,,,,,251,204
4825,Mount Isa Dc,Qld,4825Mount Isa Dc,Cairns,1,467 km,1,,,,,,,,,251,204
4825,Mount Isa East,Qld,4825Mount Isa East,Cairns,1,467 km,1,,,,,,,,,251,204
4825,Osborne Mine,Qld,4825Osborne Mine,Cairns,1,467 km,1,,,,,,,,,251,204
4825,Parkside,Qld,4825Parkside,Cairns,1,467 km,1,7,7,7,8,8,8,6,9,251,204
4825,Pioneer,Qld,4825Pioneer,Cairns,1,467 km,1,6,6,4,8,9,8,6,9,251,204
4825,Piturie,Qld,4825Piturie,Cairns,1,467 km,1,,,,,,,,,251,204
4825,Ryan,Qld,4825Ryan,Cairns,1,467 km,1,7,7,6,8,8,8,9,9,251,204
4825,Soldiers Hill,Qld,4825Soldiers Hill,Cairns,1,467 km,1,6,7,7,8,8,8,9,9,251,204
4825,Spreadborough,Qld,4825Spreadborough,Cairns,1,467 km,1,7,7,8,7,7,9,9,9,251,204
4825,Sunset,Qld,4825Sunset,Cairns,1,467 km,1,6,6,7,8,8,8,6,9,251,204
4825,The Gap,Qld,4825The Gap,Cairns,1,467 km,1,7,10,10,8,8,10,9,10,251,204
4825,The Monument,Qld,4825The Monument,Cairns,1,467 km,1,6,6,8,8,8,9,5,9,251,204
4825,Townview,Qld,4825Townview,Cairns,1,467 km,1,7,7,6,8,8,9,9,9,251,204
4825,Waverley,Qld,4825Waverley,Cairns,1,467 km,1,6,7,3,7,7,8,5,9,251,204
4825,Winston,Qld,4825Winston,Cairns,1,467 km,1,7,7,6,8,8,8,9,9,251,204
4828,Camooweal,Qld,4828Camooweal,Cairns,1,221 km,1,7,5,2,8,7,8,9,9,5,5
4829,Amaroo,Qld,4829Amaroo,Townsville,undefined,undefined,,6,7,3,7,7,8,5,9,1,3
4829,Bedourie,Qld,4829Bedourie,Townsville,undefined,undefined,,6,7,6,8,7,8,5,9,1,3
4829,Boulia,Qld,4829Boulia,Townsville,undefined,undefined,,7,6,3,7,7,8,9,8,1,3
4829,Min Min,Qld,4829Min Min,Townsville,undefined,undefined,,,,,,,,,,1,3
4829,Sturt,Qld,4829Sturt,Townsville,undefined,undefined,,6,7,3,7,7,8,5,9,1,3
4829,Toko,Qld,4829Toko,Townsville,undefined,undefined,,6,7,3,7,7,8,5,9,1,3
4829,Warenda,Qld,4829Warenda,Townsville,undefined,undefined,,6,7,3,7,7,8,5,9,1,3
4829,Wills,Qld,4829Wills,Townsville,undefined,undefined,,,,,,,,,,1,3
4830,Augustus Downs,Qld,4830Augustus Downs,Cairns,991 km,11 hours 27 mins,991,,,,,,,,,2,2
4830,Burketown,Qld,4830Burketown,Cairns,991 km,11 hours 27 mins,991,7,6,7,8,8,8,5,9,2,2
4830,Doomadgee,Qld,4830Doomadgee,Cairns,991 km,11 hours 27 mins,991,,,,,,,,,2,2
4830,Gregory,Qld,4830Gregory,Cairns,991 km,11 hours 27 mins,991,7,6,7,8,8,8,5,9,2,2
4830,Gregory Downs,Qld,4830Gregory Downs,Cairns,991 km,11 hours 27 mins,991,7,6,7,8,8,8,5,9,2,2
4830,Nicholson,Qld,4830Nicholson,Cairns,991 km,11 hours 27 mins,991,7,6,7,8,8,8,5,9,2,2
4849,Cardwell,Qld,4849Cardwell,Cairns,183 km,2 hours 19 mins,183,7,7,2,8,7,9,9,9,119,165
4849,Damper Creek,Qld,4849Damper Creek,Cairns,183 km,2 hours 19 mins,183,7,7,2,8,7,9,6,9,119,165
4849,Hinchinbrook,Qld,4849Hinchinbrook,Cairns,183 km,2 hours 19 mins,183,,,,,,,4,,119,165
4849,Lumholtz,Qld,4849Lumholtz,Cairns,183 km,2 hours 19 mins,183,,,,,,,,,119,165
4849,Rungoo,Qld,4849Rungoo,Cairns,183 km,2 hours 19 mins,183,7,7,2,8,7,9,6,9,119,165
4850,Abergowrie,Qld,4850Abergowrie,Townsville,undefined,undefined,,6,7,5,7,6,9,5,9,407,631
4850,Allingham,Qld,4850Allingham,Townsville,undefined,undefined,,7,8,8,8,8,9,9,9,407,631
4850,Bambaroo,Qld,4850Bambaroo,Townsville,undefined,undefined,,6,8,4,7,6,9,5,10,407,631
4850,Bemerside,Qld,4850Bemerside,Townsville,undefined,undefined,,6,8,5,8,6,9,5,10,407,631
4850,Blackrock,Qld,4850Blackrock,Townsville,undefined,undefined,,6,8,4,7,7,9,9,10,407,631
4850,Braemeadows,Qld,4850Braemeadows,Townsville,undefined,undefined,,6,8,5,8,6,9,6,10,407,631
4850,Coolbie,Qld,4850Coolbie,Townsville,undefined,undefined,,6,8,4,7,6,9,5,10,407,631
4850,Cordelia,Qld,4850Cordelia,Townsville,undefined,undefined,,6,8,3,7,6,9,7,10,407,631
4850,Dalrymple Creek,Qld,4850Dalrymple Creek,Townsville,undefined,undefined,,6,7,5,7,6,9,5,9,407,631
4850,Foresthome,Qld,4850Foresthome,Townsville,undefined,undefined,,6,8,6,7,6,9,5,9,407,631
4850,Forrest Beach,Qld,4850Forrest Beach,Townsville,undefined,undefined,,7,9,5,8,7,9,9,10,407,631
4850,Gairloch,Qld,4850Gairloch,Townsville,undefined,undefined,,6,8,5,8,6,9,5,10,407,631
4850,Garrawalt,Qld,4850Garrawalt,Townsville,undefined,undefined,,6,7,4,8,6,9,4,9,407,631
4850,Halifax,Qld,4850Halifax,Townsville,undefined,undefined,,6,8,2,7,7,9,9,9,407,631
4850,Hawkins Creek,Qld,4850Hawkins Creek,Townsville,undefined,undefined,,,,,,,,,,407,631
4850,Helens Hill,Qld,4850Helens Hill,Townsville,undefined,undefined,,6,8,4,7,6,9,5,10,407,631
4850,Ingham,Qld,4850Ingham,Townsville,undefined,undefined,,6,8,3,7,7,9,9,9,407,631
4850,Lannercost,Qld,4850Lannercost,Townsville,undefined,undefined,,6,7,4,8,6,9,4,9,407,631
4850,Long Pocket,Qld,4850Long Pocket,Townsville,undefined,undefined,,6,7,4,8,6,9,4,9,407,631
4850,Lucinda,Qld,4850Lucinda,Townsville,undefined,undefined,,7,8,5,7,7,9,6,9,407,631
4850,Macknade,Qld,4850Macknade,Townsville,undefined,undefined,,6,8,6,8,6,9,9,10,407,631
4850,Mount Fox,Qld,4850Mount Fox,Townsville,undefined,undefined,,6,7,4,8,7,9,7,10,407,631
4850,Orient,Qld,4850Orient,Townsville,undefined,undefined,,6,8,4,7,6,9,5,10,407,631
4850,Peacock Siding,Qld,4850Peacock Siding,Townsville,undefined,undefined,,6,7,4,8,7,9,7,10,407,631
