State,Postcode,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Annual Return,Annual Return,Annual Return
Nsw,2643,"219,500","219,531","220,233","232,577","240,723","242,576","246,848","248,803","255,988","254,437","266,152","268,353","258,470","254,623","263,976","263,811","264,926","261,620","259,914","264,682","259,355","259,022","254,126","253,133","254,196","250,356","249,397","243,650","238,291","234,768","234,110","232,007","232,230","229,967","233,373","232,711","239,951","245,809","244,926","239,808","239,425","241,027","255,252","289,953","294,685","281,230","272,952","260,809","263,801","275,353","274,777","254,767","258,649","248,801","255,738","258,898","260,247","259,039","250,190","241,824","242,926","240,060","244,691","245,856","246,792","247,112","262,175","269,980","277,342","269,917","273,276","271,330","269,927","284,209","292,107","271,566","265,410","260,744","268,273","268,580","267,536","269,282","267,768","257,923","287,279","307,330","319,583","299,268","294,267","315,954","319,060","298,191","301,147","306,103","325,694","312,272","292,704","285,481","299,140","297,884","316,711","302,725","284,170","281,104","295,284","280,755","290,735","279,335","276,271","262,423","254,138","254,946","257,342","255,771","266,173","280,787","269,855","260,528","266,164","277,786","281,362","271,574","273,473","284,592","328,550","335,534","336,752","341,461","340,091","337,190","299,699","253,794","258,175","272,755","265,172","305,755","299,547","318,909","320,747","294,984","279,999","371,781","411,361","431,179","418,068","359,254","387,110","436,628","431,352","408,522","413,672","417,501","401,013","395,376","392,836","407,396","430,325","434,770","461,111",1.05614613231585,1.056146132,1.04256544909236
Nsw,2644,"195,000","195,000","178,250","162,547","183,347","178,897","176,681","170,199","180,512","196,001","187,250","195,516","192,741","182,827","181,864","179,179","194,386","199,180","217,417","206,057","216,785","216,986","190,749","185,359","184,397","196,337","184,459","185,279","185,642","187,071","185,504","184,563","184,712","180,555","180,253","187,266","181,517","180,032","182,346","178,397","178,900","178,744","182,359","180,929","187,464","187,966","187,685","187,449","185,403","185,013","185,000","181,000","180,031","180,610","184,726","180,460","178,139","181,004","183,906","184,650","182,916","191,185","207,730","201,608","183,941","180,246","177,195","173,262","172,079","171,159","174,291","173,807","177,800","177,056","175,128","170,410","170,112","169,468","161,210","170,076","179,380","174,981","179,686","179,980","172,734","160,952","156,622","156,535","151,590","157,215","167,076","172,442","179,701","179,981","172,186","170,068","170,004","163,750","169,805","169,988","171,249","185,195","215,762","212,704","219,772","219,986","219,999","217,031","216,377","216,805","215,134","212,508","212,016","211,813","214,645","210,114","214,413","212,526","213,345","216,776","223,548","224,955","224,997","218,750","220,023","224,626","223,352","222,605","224,100","230,784","231,361","236,648","234,353","239,667","245,073","244,471","264,154","276,197","287,740","302,984","297,374","297,496","284,687","280,293","267,978","227,686","257,824","224,463","221,216","222,888","224,700","225,606","225,019","225,001","225,000","282,500","336,562","321,035","317,565",1.01993479499438,1.019934795,1.04264468106055
Nsw,2645,"129,000","129,000","129,000","129,000","129,000","129,000","129,000","129,000","129,000",0,0,"119,000","111,292","109,143","109,009","109,875","109,992","109,999","110,000","110,000","103,437","101,387","101,258","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250",0,0,0,"101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","101,250","148,906","154,619","154,976","154,999","155,000","155,000","155,000","155,000","152,656","152,510","150,157","150,010","150,000","154,375","154,980","154,999","155,000","155,000","143,333","132,396","131,690","91,460","85,404","85,013","85,001","85,000","85,000","85,000","85,000","85,000","85,000","85,000","172,719","184,467","185,225","145,373","98,617","95,597","90,506","85,813","85,510","85,501","85,500","85,500","85,500","130,250","173,601","174,913","174,994","175,000","175,000","175,000","175,000","175,000","175,000","186,562","185,098","185,006","185,000","182,500","180,078","180,005","180,000","180,000","180,000","180,000","177,500","175,156","175,005","175,000","175,000","175,000","175,000","175,000","175,000","172,500","170,156","170,005","170,000","170,000","170,000","170,000","170,000","170,000","170,000","170,000","170,000","173,750","177,266","177,493","170,468","170,015","170,001","170,000","187,500","170,000","170,000","170,000",1.05319604798659,1.053196048,1.04266631371908
Nsw,2646,"232,450","236,587","232,295","227,234","222,265","220,360","228,835","227,490","218,249","209,672","221,604","226,663","230,770","232,861","234,960","235,747","235,047","235,003","229,125","228,852","230,209","221,201","224,325","223,270","226,954","228,810","228,082","215,443","210,871","214,492","219,124","223,976","224,155","229,864","230,054","230,472","232,342","238,209","239,482","239,683","242,679","247,792","249,612","249,413","247,588","244,255","244,078","241,380","237,399","238,450","240,983","244,936","259,873","258,621","258,289","254,853","263,823","248,276","244,330","248,052","257,941","249,262","249,735","246,515","248,141","249,852","256,214","257,482","248,780","247,837","248,646","248,728","245,639","245,520","234,501","235,203","232,075","229,630","229,035","228,690","228,043","228,001","228,250","228,766","228,743","225,234","225,015","225,000","225,000","225,000","225,000","225,000","228,875","232,039","229,674","229,990","238,437","238,402","238,794","239,018","239,001","239,000","239,125","239,008","239,125","246,164","246,323","238,510","240,844","237,615","238,957","247,372","247,527","249,408","245,150","235,255","235,578","239,099","241,381","228,543","228,721","243,804","242,488","245,780","234,243","230,265","235,798","245,494","233,843","231,339","217,896","253,556","273,660","254,177","279,823","284,963","280,685","258,168","279,786","276,643","290,259","288,836","286,802","291,519","299,579","315,286","333,893","351,122","343,039","308,377","311,027","359,392","434,185","388,168","419,917","415,620","412,676","396,261","404,454",1.06834774702775,1.068347747,1.04270571661824
Nsw,2647,"282,500","281,312","281,851","297,663","298,979","293,936","293,558","297,910","299,119","299,007","303,375","321,273","307,580","298,505","293,500","290,906","284,275","292,986","279,249","292,015","297,626","315,227","317,639","313,977","312,311","300,957","301,122","299,508","299,032","295,377","295,023","295,001","295,000","298,500","298,719","307,982","319,155","309,072","302,129","305,789","307,549","309,503","311,469","319,779","320,142","319,978","319,124","319,008","319,000","302,125","301,598","307,912","309,544","317,814","320,613","333,519","335,297","322,259","344,579","341,505","334,531","322,173","322,636","347,165","325,755","308,328","305,135","313,165","317,198","322,819","307,176","290,886","292,118","310,402","317,213","302,194","297,325","309,583","322,487","310,468","328,935","306,724","312,983","321,330","342,562","335,860","343,960","342,499","321,406","324,775","330,236","336,390","344,012","358,688","362,584","387,787","361,737","353,171","326,380","320,711","320,451","316,077","340,298","338,740","327,054","313,410","359,994","391,797","374,862","357,366","360,074","350,630","341,441","349,153","369,509","356,641","333,040","329,252","340,266","344,852","346,866","345,058","320,566","320,535","253,126","183,633","313,352","386,042","406,159","381,724","357,420","338,151","341,322","344,260","328,079","341,784","347,236","353,577","358,674","359,792","446,956","453,756","455,219","503,842","487,932","485,183","522,136","512,317","517,645","516,571","516,502","509,375","693,996","658,250","659,891","662,337","674,214","688,701","676,481",1.08931502802099,1.089315028,1.04278087148363
Nsw,2648,"156,950","154,744","168,705","175,482","169,718","175,576","177,208","174,388","169,837","175,615","179,445","198,681","194,219","164,576","174,973","176,248","180,953","187,422","195,834","197,115","198,882","201,618","195,414","190,651","185,353","185,022","186,689","188,871","192,898","192,900","181,087","176,318","177,426","162,870","187,273","197,330","237,614","244,538","231,221","222,264","211,704","218,481","221,155","213,197","210,200","201,312","198,640","197,588","201,687","246,614","247,238","278,577","290,580","290,018","272,501","243,828","204,495","227,640","206,821","193,864","194,179","228,881","232,274","225,142","209,723","209,858","239,667","249,635","254,102","250,847","248,115","246,945","238,746","205,742","194,734","189,023","200,858","192,229","193,791","194,737","192,171","187,430","186,853","190,061","195,520","194,370","195,870","192,976","192,528","187,791","184,079","173,380","166,041","187,218","176,543","178,798","185,828","177,539","174,142","180,534","177,846","162,901","172,838","170,490","160,484","158,155","166,916","186,388","215,243","186,265","189,883","178,118","182,972","218,748","229,297","227,603","230,163","209,541","214,471","199,265","188,516","185,110","185,007","185,000","183,750","177,734","168,921","165,122","163,445","162,529","170,627","179,727","192,170","194,912","194,994","195,000","193,750","190,234","190,007","190,000","205,312","223,994","227,750","199,078","206,487","199,468","204,029","203,548","209,597","193,725","190,116","207,507","209,922","199,995","188,750","257,276","335,773","320,048","310,628",1.01696046407031,1.016960464,1.0428105605045
Nsw,2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.04295070037274
Nsw,2650,"276,500","269,937","274,724","277,858","285,072","285,379","280,605","286,463","281,379","286,611","281,263","284,754","283,949","285,659","285,807","284,919","284,332","275,002","279,484","279,936","283,121","288,320","286,645","286,040","285,127","287,133","279,914","277,073","274,879","275,977","274,483","272,374","271,146","278,092","274,693","278,450","275,591","275,287","271,030","269,971","269,604","269,225","269,045","268,378","268,961","266,997","266,906","265,728","265,024","265,193","262,253","268,234","268,976","270,592","273,412","273,028","272,798","269,684","269,730","266,061","264,890","268,229","272,231","264,764","262,083","262,224","268,257","268,953","268,997","269,000","262,887","268,430","267,964","277,714","271,357","264,089","266,818","268,864","270,733","266,296","268,418","269,158","274,260","273,751","280,741","279,390","275,962","269,979","269,905","269,592","273,724","277,920","279,416","276,276","274,705","272,374","276,805","287,406","288,950","280,816","278,401","274,475","273,705","276,100","279,009","286,251","285,578","283,743","283,896","283,931","291,810","288,941","285,061","287,501","295,656","294,958","298,435","297,840","290,290","296,775","297,861","299,302","298,894","297,618","290,101","288,631","295,521","298,876","299,105","292,641","291,488","288,162","292,329","289,816","289,051","289,002","287,709","288,632","307,970","323,186","322,387","329,731","341,717","358,169","350,571","350,773","353,795","355,094","362,537","351,908","393,372","427,708","404,553","419,035","444,902","463,494","475,703","495,856","492,647",1.04082381903424,1.040823819,1.04298436787252
Nsw,2651,"229,000","228,625","231,958","234,357","231,397","252,015","258,563","283,473","272,779","279,174","266,855","273,228","263,236","265,571","276,076","263,189","266,237","284,702","286,106","266,944","265,121","261,570","254,473","251,423","247,139","241,977","240,563","244,723","246,817","249,479","252,342","249,884","249,552","248,205","249,169","245,260","247,491","240,846","246,565","244,007","245,844","246,615","243,188","247,012","246,532","248,177","237,698","240,044","243,190","244,756","240,305","238,797","231,600","237,745","238,922","238,591","241,229","246,671","244,792","240,012","239,063","239,002","232,750","237,359","235,042","237,815","230,525","244,177","249,542","252,009","237,063","238,379","237,832","238,675","235,753","232,788","239,455","236,022","239,057","232,628","232,227","232,201","239,419","248,292","248,978","235,358","233,444","247,478","273,783","274,493","254,428","271,839","278,432","278,964","282,179","326,694","342,551","327,806","340,182","283,030","255,336","248,471","249,779","255,549","249,219","249,014","250,001","248,312","251,082","253,630","249,145","264,259","312,711","317,669","295,454","279,467","269,479","282,808","293,810","271,244","290,703","280,419","279,154","269,447","272,045","281,103","264,813","274,057","283,800","296,784","304,102","301,769","311,398","329,669","322,335","301,745","291,671","311,667","317,990","327,687","320,168","319,036","340,252","325,766","349,102","357,163","328,260","340,727","332,295","328,268","329,894","320,556","321,434","327,527","354,220","368,498","361,453","386,153","386,478",1.02563557383368,1.025635574,1.04299526967235
Nsw,2652,"189,900","189,900","192,641","191,953","191,103","189,875","189,898","192,050","194,209","196,376","197,180","196,986","197,623","198,226","197,308","192,550","189,741","185,449","183,778","180,380","178,483","173,405","167,650","165,009","164,376","164,489","160,424","173,464","184,854","188,766","189,457","191,897","192,936","196,741","197,828","198,802","196,769","198,110","198,069","198,317","201,645","199,665","211,229","215,327","212,208","213,325","220,302","234,206","226,622","211,116","201,203","177,888","177,527","186,296","180,046","199,876","198,784","198,126","214,602","205,850","219,116","230,485","223,640","216,977","216,687","218,230","212,429","209,411","205,438","208,242","204,228","223,652","238,344","209,083","195,255","193,133","212,514","244,332","262,959","240,497","229,719","255,213","253,138","233,009","260,700","307,819","249,795","233,044","186,721","179,045","184,828","213,427","237,888","233,305","230,238","258,223","259,120","274,757","206,552","195,722","194,575","180,407","219,707","241,107","240,613","240,629","238,914","239,482","239,936","244,327","249,626","215,539","191,817","227,882","213,147","153,411","150,213","148,095","145,346","231,242","258,179","179,668","216,473","219,311","210,469","167,792","137,049","155,780","204,408","194,160","160,260","184,047","197,522","199,727","202,361","240,775","270,873","172,367","153,293","179,893","184,681","170,927","199,308","185,894","188,528","190,033","186,627","201,976","198,748","200,262","199,039","195,502","233,039","193,252","185,516","218,391","220,514","241,944","247,075",1.01906417369173,1.019064174,1.04300832228855
Nsw,2653,"265,000","251,875","221,717","237,701","249,231","252,452","265,466","276,279","285,861","269,523","244,658","249,666","246,229","243,670","249,604","256,225","267,577","253,442","271,309","280,050","284,253","296,985","276,374","273,586","285,412","278,744","272,796","273,175","279,417","277,620","274,757","234,797","234,602","264,793","262,362","268,085","267,943","270,246","270,203","269,075","267,036","268,877","268,711","258,826","236,020","246,001","251,719","237,576","235,848","234,870","238,668","225,073","226,127","222,848","233,990","248,531","252,235","261,476","274,530","270,846","265,178","257,865","254,116","262,320","258,104","254,444","251,545","258,346","253,428","259,763","261,423","262,276","260,080","259,846","278,834","282,151","288,509","296,094","290,190","290,574","289,567","289,190","280,574","256,786","280,274","279,205","275,263","275,008","262,000","274,187","275,418","275,026","275,626","277,227","268,889","259,340","231,521","224,626","235,613","235,038","265,002","265,125","258,570","273,348","295,761","313,797","333,050","302,595","311,412","299,307","278,760","270,235","280,664","294,104","325,881","330,184","330,011","320,626","312,227","324,288","310,612","300,339","308,646","308,931","339,967","308,498","295,906","256,349","271,115","278,379","255,992","265,687","277,793","278,962","278,123","270,644","271,353","266,147","254,255","250,266","250,017","260,782","275,986","277,405","277,419","325,307","350,332","338,917","333,995","327,906","330,716","325,357","333,136","348,321","369,332","351,239","328,226","327,764","334,079",1.03568809858631,1.035688099,1.04309175875944
Nsw,2655,"212,450","197,494","187,502","205,656","226,853","257,272","275,483","275,777","255,961","253,491","226,734","203,799","214,131","233,668","258,354","254,897","239,347","249,334","254,958","247,747","253,228","261,077","242,442","252,528","233,408","219,057","210,566","206,285","199,455","220,028","200,314","238,001","281,969","202,677","225,361","207,676","209,386","224,005","210,875","210,055","215,628","210,352","265,897","266,806","258,863","272,741","279,265","275,923","248,308","242,774","280,212","280,569","287,427","275,099","272,616","296,360","283,136","283,973","287,748","275,172","273,448","269,920","264,370","278,086","265,446","272,803","273,564","270,530","270,024","269,684","271,228","270,067","241,565","259,393","261,141","262,292","263,571","268,885","269,868","269,965","269,980","269,984","269,990","329,495","389,853","382,333","381,863","406,209","401,950","324,366","315,210","302,451","294,858","301,616","290,663","287,739","311,952","311,903","310,059","284,979","299,052","304,216","299,748","370,362","383,543","341,784","301,674","373,771","286,907","277,869","250,386","264,487","290,364","308,773","321,173","327,974","315,811","295,176","299,323","314,510","295,594","276,854","206,010","258,360","266,792","259,487","259,030","264,251","264,953","288,248","288,953","288,997","374,750","316,867","315,117","315,004","364,250","350,891","364,622","417,601","391,444","389,561","366,004","359,344","413,448","348,340","326,371","322,141","337,946","352,684",0,0,0,"341,935","337,943","336,287",0,0,0,0,0.000000000,1.04309949066987
Nsw,2656,"162,500","162,500","151,875","141,914","162,354","161,085","162,411","162,494","161,750","161,844","161,756","160,422","160,948","160,997","161,000","160,750","160,984","160,999","161,000","160,187","160,012","160,876","160,992","160,468","160,498","160,500","160,500","160,031","160,252","160,141","161,852","162,928","162,975","160,186","159,543","159,503","159,625","159,742","159,749","159,750","159,875","159,992","159,765","159,782","159,518","159,501","159,500","159,500","159,500","159,500","159,734","159,749","159,695","159,686","159,512","159,735","159,570","134,205","130,263","130,016","141,251","163,086","164,880","164,992","161,172","163,511","158,282","154,268","154,017","152,250","160,766","162,392","162,493","163,750","164,922","163,747","164,922","164,995","165,000","165,000","165,000","165,000","165,000","165,000","146,719","141,982","135,436","132,592","141,412","146,338","154,459","154,966","154,999","152,250","191,078","199,721","199,983","184,686","179,178","179,011","203,751","211,742","209,468","228,623","226,614","226,449","234,805","248,402","246,595","246,482","230,097","241,029","263,766","214,829","188,114","187,379","180,102","187,163","194,666","180,943","173,043","177,720","176,014","172,251","164,341","160,740","169,140","158,973","169,029","171,907","179,244","189,328","186,208","187,460","187,497","189,500","194,656","194,978","194,999","195,000","195,000","195,000","223,125","241,383","248,762","239,985","230,249","228,955","229,309","229,331","261,867","272,034","305,571","309,922","310,194","345,317","305,056","266,877","231,367",1.06487618508751,1.064876185,1.04313920008362
Nsw,2658,"229,000","229,875","231,855","232,460","232,029","221,502","229,844","228,490","204,781","210,611","207,538","206,721","214,899","215,931","225,371","223,617","220,695","220,043","217,503","207,969","205,185","193,762","174,923","170,464","169,154","169,635","201,540","174,096","169,100","168,506","164,157","160,728","160,488","160,083","167,068","167,004","162,406","165,182","165,574","164,567","160,567","166,785","169,612","170,444","170,496","170,312","170,301","169,581","165,661","163,849","162,620","161,882","158,809","160,588","166,380","184,418","185,919","185,029","183,002","180,750","179,297","179,009","178,063","166,691","162,779","169,642","176,426","179,777","179,986","189,249","189,109","187,132","187,008","186,000","184,281","190,852","191,022","185,783","180,806","180,050","180,003","180,000","174,750","169,922","178,419","184,120","184,726","173,741","176,171","170,386","167,524","167,189","167,568","178,285","171,768","165,211","165,013","170,313","176,728","164,170","166,511","183,938","184,184","186,168","188,849","188,490","187,281","192,634","214,852","216,678","200,209","192,325","195,385","193,462","212,716","200,335","193,146","192,540","194,690","193,740","192,577","192,502","203,281","195,986","195,031","194,846","193,740","190,976","191,623","189,348","187,240","185,202","185,513","181,672","177,604","170,706","179,419","187,557","184,799","191,737","191,984","191,999","185,375","194,086","185,596","188,943","190,871","226,340","235,771","235,048","235,001","235,000","308,281","324,893","237,493","271,531","361,798","374,175","375,386",1.06745707349443,1.067457073,1.04321873399219
Nsw,2659,"183,000","176,500","169,144","160,571","174,786","160,346","158,615","157,382","157,024","157,001","157,000","157,000","157,000","157,000","157,000","157,000","158,000","158,937","157,559","154,410","152,338","156,834","158,802","158,113","158,007","157,063","157,004","153,250","148,516","151,345","151,521","149,158","149,072","152,754","159,860","164,679","155,605","152,788","155,268","152,392","152,024","156,501","156,188","152,569","152,500","150,147","157,197","170,387","164,493","156,281","152,540","154,846","154,995","159,062","184,035","179,642","172,192","220,507","196,411","144,932","164,996","165,906","167,713","177,669","188,646","188,978","188,999","187,187","191,512","190,485","176,405","172,119","177,976","183,343","183,959","172,124","159,820","166,551","160,642","159,103","159,006","159,750","158,734","158,983","158,999","167,750","175,172","160,912","172,244","173,890","192,743","194,234","194,007","194,000","234,578","248,329","235,208","234,075","234,002","234,000","237,750","238,961","257,997","275,812","248,463","250,966","202,810","197,057","196,420","196,338","196,333","232,792","225,368","240,523","236,439","236,175","236,167","236,167","236,167","266,948","260,559","264,049","267,024","265,752","265,670","265,667","188,167","169,599","169,075","169,002","169,000","184,000","198,062","105,221","184,389","175,293","176,893","248,493","247,047","247,003","247,000","247,000","247,000","247,000","247,000","247,000","247,000","247,000","247,000","247,000","247,000","247,000","273,167","273,167","273,167","301,083","273,167","273,167","273,167",1.06243707008419,1.062437070,1.04330354157904
Nsw,2660,"170,000","168,750","166,584","163,724","166,420","165,057","168,004","157,031","150,596","150,037","150,002","150,000","150,000","148,125","151,758","159,485","153,718","152,732","165,889","168,118","167,914","165,057","162,378","162,867","164,242","164,953","163,934","163,996","164,750","161,984","163,936","164,933","164,975","164,998","177,187","180,293","173,924","176,339","179,771","182,486","181,249","172,578","178,130","183,008","187,063","185,285","183,143","184,259","187,297","189,915","201,950","197,622","193,988","192,531","185,596","177,550","180,455","179,795","174,675","178,417","178,964","178,624","181,226","177,264","181,321","183,832","181,838","177,740","175,296","176,915","179,245","178,515","178,688","180,396","185,462","178,014","171,563","160,348","164,855","172,491","175,156","170,380","172,461","169,216","169,007","180,032","183,439","182,029","182,252","181,672","184,479","183,717","180,663","182,385","181,087","185,721","189,889","194,680","194,990","189,937","194,496","189,172","189,261","189,079","186,502","185,094","185,006","185,000","187,000","188,875","193,777","203,111","201,378","198,274","206,142","207,129","211,133","210,696","204,481","203,959","201,729","199,507","199,875","198,889","196,731","200,733","199,671","196,771","194,642","197,176","215,761","221,985","227,718","216,554","210,566","195,018","197,501","188,781","190,743","207,234","191,077","186,284","184,455","217,591","219,925","193,745","217,859","224,777","232,252","240,453","268,280","260,184","299,641","309,040","310,877","309,117","350,754","340,672","362,729",1.06149587316469,1.061495873,1.0433106742568
Nsw,2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.04331832226676
Nsw,2663,"199,500","197,562","196,648","192,103","190,694","194,731","196,483","199,718","195,420","194,089","194,787","195,987","222,270","228,579","227,724","226,920","212,620","209,976","211,686","195,793","186,362","188,085","188,943","188,996","188,500","185,344","181,178","179,558","179,785","187,486","192,655","193,478","192,895","181,170","179,136","178,508","179,844","180,053","179,597","189,318","195,145","190,946","192,215","188,263","189,079","188,474","190,467","188,279","182,955","182,686","189,365","197,242","202,851","207,527","208,908","214,747","209,180","220,849","232,178","221,449","203,403","213,138","218,634","218,977","196,718","185,420","185,138","183,446","179,090","195,565","196,410","189,463","189,029","189,157","189,010","189,000","189,375","248,648","265,239","258,765","243,735","233,679","234,730","238,108","223,660","211,041","223,440","231,420","238,526","245,970","241,311","248,051","248,970","251,998","248,812","234,916","229,370","244,398","235,825","233,176","233,636","238,832","231,427","234,589","235,237","256,452","254,778","258,368","250,367","249,085","249,003","249,000","249,000","240,781","234,893","234,528","244,720","253,857","258,522","258,204","256,106","248,222","251,670","249,167","242,005","247,688","250,668","279,036","286,502","277,422","287,276","285,267","284,547","285,423","286,526","287,578","294,161","306,947","320,811","317,238","301,765","293,399","294,944","309,621","326,363","312,148","319,822","324,526","324,970","346,748","376,680","377,355","390,941","406,559","383,910","349,182","342,599","357,975","368,623",1.07319594957438,1.073195950,1.04336607436106
Nsw,2665,"122,500","121,875","116,867","111,929","109,371","101,461","98,216","90,826","102,364","117,382","124,993","134,546","131,185","122,574","134,223","134,014","129,813","129,770","140,611","143,788","140,237","134,702","134,981","134,530","137,314","138,582","139,443","139,965","139,998","140,000","141,250","141,797","140,763","139,464","139,216","139,045","139,003","139,000","131,781","128,236","128,015","128,501","134,594","121,756","133,328","146,520","143,345","139,271","139,017","140,500","150,234","146,640","149,895","157,497","146,093","123,159","143,224","136,632","154,727","155,733","152,421","139,138","121,040","116,940","163,342","161,146","164,723","164,983","161,249","164,726","164,983","164,999","165,000","165,750","162,234","149,757","149,985","153,749","156,914","169,432","165,277","177,040","165,440","165,027","178,595","170,225","158,764","179,571","166,848","190,428","181,589","169,474","174,827","152,989","172,249","164,164","174,416","184,713","179,178","154,636","141,540","150,098","149,809","145,676","152,885","162,527","233,908","197,575","224,473","224,498","222,812","222,144","155,567","133,473","132,092","133,315","133,488","134,249","134,953","135,873","135,055","138,439","135,715","135,045","154,689","157,324","157,489","132,187","125,449","125,014","125,001","176,562","179,785","179,993","180,000","183,281","170,205","141,888","151,934","171,308","177,582","182,612","178,288","183,049","178,689","183,824","180,239","178,523","178,736","178,749","178,750","171,875","173,027","173,314","173,332","211,166","270,099","300,569","332,848",1.0208514180213,1.020851418,1.04336683346393
Nsw,2666,"215,000","215,062","215,373","211,429","202,402","197,025","199,814","194,332","190,027","203,045","208,878","210,649","203,861","204,304","214,581","221,474","231,811","228,394","235,243","235,484","242,249","242,281","234,611","229,851","229,241","229,952","227,372","227,211","227,263","226,891","226,931","225,371","225,294","219,425","210,901","205,344","200,175","213,761","214,922","203,745","192,981","189,936","191,246","193,578","192,349","189,772","190,486","196,905","194,932","201,279","211,852","225,084","229,768","219,868","217,335","214,760","199,227","221,085","223,630","222,914","225,245","232,445","227,278","214,236","201,679","200,105","207,441","203,840","205,740","197,765","190,329","189,614","188,320","193,385","197,149","219,911","231,244","239,390","243,356","240,210","235,013","222,188","256,699","248,200","255,100","254,381","232,336","240,667","236,104","229,913","240,932","265,246","265,008","261,250","243,828","229,588","241,755","243,485","245,828","250,677","260,980","301,749","274,547","260,222","252,819","258,926","298,995","295,094","289,350","273,834","269,307","274,707","283,366","284,429","284,402","284,934","282,808","278,300","278,269","277,477","280,592","281,581","276,817","288,551","288,548","275,847","276,678","293,834","283,365","281,668","279,760","279,672","282,479","295,265","298,766","282,540","284,002","296,094","302,628","309,664","326,854","335,964","344,623","339,758","342,180","322,011","339,501","320,609","331,288","329,549","363,845","369,334","364,901","382,619","377,976","377,373","379,918","359,995","376,062",1.04940358321239,1.049403583,1.04342903653536
